EmployeeID;Gender;Age;Education;EducationType;MaritalStatus;TotalCompanies;TotalExperience;DistanceToOffice;Department;Traveltype_last_year;BillingRate;MonthlyIncome;Years_at_Company;Years_InCurrentRole;LastSalaryHike;PotentialReview;PerformanceReview;SatisfactionScore;JobRole_SatisfactionScore;Overall_SatisfactionScore
AB0506;Female;22.0;Under Graduation;Marketing / Finance;Married;10.0;9.0;9.0;ClientSolutions;Conference;15.0;4334.0;5.0;3.0;22.0;High;Exceed Expectations;Passive;Promoter;Passive
AB0507;Male;16.0;Graduation;Economics;Single;1.0;1.0;7.0;ClientSolutions;Conference;28.0;2342.35;0.0;0.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0508;Male;27.0;Graduation;Economics;Single;1.0;13.0;3.0;ClientSolutions;LongTermProject;130.0;3699.0;13.0;10.0;14.0;High;Met Expectations;Detractor;Detractor;Detractor
AB0509;Male;19.0;Under Graduation;Bio-technology;Married;1.0;8.0;1.0;BusinessDevelopment;No;23.0;6981.0;7.0;5.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0510;Male;37.0;Graduation;Economics;Divorced;3.0;33.0;7.0;ClientSolutions;Conference;162.0;10672.0;;0.0;18.0;High;Inconsistent;Passive;Detractor;Passive
AB0511;Male;27.0;Graduation;Marketing / Finance;Married;1.0;7.0;1.0;ClientSolutions;Conference;137.0;4767.0;7.0;;17.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0512;Female;48.0;Masters / PHD;Bio-technology;Single;7.0;12.0;1.0;BusinessDevelopment;Conference;214.0;6002.0;5.0;4.0;21.0;High;Exceed Expectations;Passive;Detractor;Passive
AB0513;Male;30.0;Masters / PHD;Economics;Divorced;3.0;10.0;12.0;BusinessDevelopment;Conference;18.0;4853.0;7.0;3.0;14.0;High;Met Expectations;Detractor;Promoter;Passive
AB0514;Female;27.0;Graduation;Economics;Married;1.0;5.0;5.0;BusinessDevelopment;ClientEngagement;118.0;4742.0;4.0;3.0;18.0;Very High;Met Expectations;Promoter;Passive;Passive
AB0515;Male;26.0;Graduation;Economics;Single;8.0;13.0;1.0;BusinessDevelopment;Conference;114.0;7403.0;0.0;0.0;17.0;Low;Met Expectations;Detractor;Passive;Passive
AB0516;Male;42.0;Graduation;Economics;Married;1.0;1.0;1.0;ClientSolutions;Conference;101.0;3015.0;1.0;0.0;14.0;High;Met Expectations;Passive;Detractor;Passive
AB0517;Female;41.0;Graduation;Economics;Married;1.0;25.0;1.0;BusinessDevelopment;No;18.0;6979.0;;9.0;15.0;High;Met Expectations;Promoter;Passive;Detractor
AB0518;Male;30.0;Graduation;Bio-technology;Single;9.0;13.0;2.0;BusinessDevelopment;Conference;15.0;8077.0;1.0;0.0;18.0;High;Met Expectations;Promoter;Passive;Passive
AB0519;Male;36.0;Graduation;Economics;Single;4.0;9.0;5.0;ClientSolutions;No;119.0;7162.36922;7.0;;16.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0520;Male;27.0;Under Graduation;Marketing / Finance;Single;9.0;12.0;9.0;ClientSolutions;Conference;136.0;14763.0;5.0;4.0;21.0;High;Exceed Expectations;Passive;Passive;Passive
AB0521;Female;38.0;Graduation;Bio-technology;Divorced;3.0;33.0;3.0;BusinessDevelopment;Conference;160.0;14501.0;25.0;22.0;15.0;Very High;Met Expectations;Detractor;Detractor;Promoter
AB0522;Male;30.0;Graduation;Marketing / Finance;Divorced;5.0;17.0;6.0;ClientSolutions;Conference;160.0;6571.0;9.0;9.0;16.0;Very High;Met Expectations;Passive;Detractor;Detractor
AB0523;Female;33.0;Masters / PHD;Bio-technology;Married;7.0;8.0;18.0;ClientSolutions;Conference;59.0;2822.0;3.0;3.0;18.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0524;Female;21.0;Graduation;Economics;Divorced;1.0;8.0;1.0;ClientSolutions;LongTermProject;179.0;7195.0;;7.0;20.0;High;Exceed Expectations;Passive;Passive;Detractor
AB0525;Male;24.0;Under Graduation;Economics;Single;1.0;9.0;3.0;ClientSolutions;LongTermProject;67.0;8520.0;8.0;3.0;18.0;High;Met Expectations;Detractor;Promoter;Passive
AB0526;Male;25.0;Under Graduation;Economics;Married;1.0;22.0;14.0;ClientSolutions;Conference;155.0;7240.0;21.0;10.0;18.0;High;Met Expectations;Passive;Promoter;Detractor
AB0527;Male;29.0;Masters / PHD;Economics;Single;10.0;13.0;5.0;ClientSolutions;LongTermProject;152.0;4150.0;7.0;;15.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0528;Female;38.0;Graduation;Economics;Single;10.0;30.0;1.0;ClientSolutions;Conference;74.0;5922.0;1.0;0.0;16.0;High;Met Expectations;Detractor;Promoter;Promoter
AB0529;Female;16.0;Graduation;Marketing / Finance;Single;1.0;1.0;11.0;BusinessDevelopment;Conference;98.0;7162.36922;0.0;0.0;15.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB0530;Female;17.0;Under Graduation;Bio-technology;Single;1.0;8.0;1.0;BusinessDevelopment;Conference;157.0;3539.0;7.0;4.0;18.0;High;Met Expectations;Detractor;Passive;Passive
AB0531;Male;48.0;Masters / PHD;Economics;Divorced;1.0;36.0;2.0;ClientSolutions;No;132.0;15085.3;;8.0;14.0;High;Met Expectations;Detractor;Detractor;Promoter
AB0532;Male;18.0;Under Graduation;Economics;Divorced;1.0;9.0;2.0;ClientSolutions;LongTermProject;84.0;5731.0;9.0;9.0;18.0;Very High;Met Expectations;Promoter;Detractor;Passive
AB0533;Male;31.0;Masters / PHD;Phycology / Behavior Sciences;Single;1.0;13.0;7.0;ClientSolutions;Conference;79.0;2975.0;13.0;12.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0534;Male;43.0;Masters / PHD;Marketing / Finance;Single;5.0;16.0;7.0;ClientSolutions;LongTermProject;195.0;5942.0;5.0;3.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB0535;Female;32.0;Masters / PHD;Bio-technology;Married;10.0;8.0;3.0;BusinessDevelopment;No;207.0;7188.0;4.0;;17.0;High;Met Expectations;Passive;Passive;Promoter
AB0536;Male;21.0;Under Graduation;Economics;Divorced;1.0;1.0;23.0;ClientSolutions;Conference;148.0;2982.0;1.0;0.0;22.0;High;Exceed Expectations;Promoter;Passive;Passive
AB0537;Male;29.0;Graduation;Economics;Married;1.0;1.0;3.0;ClientSolutions;No;88.0;2342.35;1.0;0.0;19.0;Medium;Met Expectations;Passive;Passive;Passive
AB0538;Male;48.0;Masters / PHD;Bio-technology;Married;1.0;36.0;7.0;BusinessDevelopment;Conference;93.0;15085.3;;8.0;14.0;Medium;Met Expectations;Passive;Detractor;Detractor
AB0539;Female;33.0;Graduation;Economics;Single;10.0;10.0;1.0;BusinessDevelopment;Conference;131.0;6592.0;8.0;5.0;14.0;High;Met Expectations;Passive;Promoter;Promoter
AB0540;Female;22.0;Graduation;Bio-technology;Single;4.0;8.0;14.0;BusinessDevelopment;Conference;175.0;10814.0;3.0;0.0;14.0;High;Met Expectations;Promoter;Passive;Promoter
AB0541;Female;16.0;Under Graduation;Bio-technology;Single;1.0;1.0;1.0;BusinessDevelopment;ClientEngagement;65.0;2580.0;0.0;0.0;21.0;Low;Exceed Expectations;Passive;Detractor;Detractor
AB0542;Female;26.0;Graduation;Economics;Married;3.0;8.0;3.0;BusinessDevelopment;Conference;166.0;4336.0;5.0;4.0;14.0;High;Met Expectations;Passive;Passive;Detractor
AB0543;Female;48.0;Masters / PHD;Marketing / Finance;Married;5.0;35.0;1.0;ClientSolutions;No;99.0;14217.0;4.0;;20.0;Medium;Exceed Expectations;Detractor;Passive;Promoter
AB0544;Male;38.0;Masters / PHD;Economics;Married;10.0;10.0;1.0;ClientSolutions;Conference;81.0;2668.0;1.0;0.0;20.0;High;Met Expectations;Detractor;Promoter;Passive
AB0545;Female;25.0;Under Graduation;Marketing / Finance;Single;1.0;10.0;19.0;ClientSolutions;LongTermProject;69.0;2392.0;;1.0;16.0;High;Met Expectations;Passive;Promoter;Detractor
AB0546;Male;28.0;Graduation;Marketing / Finance;Single;3.0;8.0;8.0;ClientSolutions;Conference;76.0;4854.0;5.0;4.0;15.0;Very High;Met Expectations;Promoter;Passive;Detractor
AB0547;Male;48.0;Masters / PHD;Marketing / Finance;Divorced;4.0;25.0;1.0;ClientSolutions;Conference;56.0;11940.0;1.0;0.0;20.0;Low;Exceed Expectations;Passive;Promoter;Passive
AB0548;Male;29.0;Masters / PHD;Marketing / Finance;Divorced;3.0;12.0;12.0;BusinessDevelopment;Conference;205.0;4667.0;4.0;1.0;18.0;High;Met Expectations;Passive;Detractor;Passive
AB0549;Male;33.0;Graduation;Economics;Single;1.0;12.0;2.0;ClientSolutions;Conference;63.0;5135.0;12.0;10.0;16.0;Low;Met Expectations;Passive;Promoter;Passive
AB0550;Female;48.0;Masters / PHD;Marketing / Finance;Married;4.0;36.0;16.0;ClientSolutions;Conference;84.0;15085.3;13.0;10.0;24.0;High;Exceed Expectations;Passive;Passive;Passive
AB0551;Female;34.0;Graduation;Economics;Married;3.0;22.0;2.0;ClientSolutions;Conference;153.0;5758.0;7.0;;16.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0552;Female;25.0;Masters / PHD;Marketing / Finance;Married;1.0;10.0;3.0;ClientSolutions;Conference;208.0;4871.0;;9.0;22.0;Very High;Exceed Expectations;Detractor;Promoter;Passive
AB0553;Female;40.0;Masters / PHD;Bio-technology;Married;1.0;13.0;1.0;BusinessDevelopment;Conference;95.0;8016.0;13.0;10.0;16.0;High;Met Expectations;Passive;Passive;Detractor
AB0554;Male;22.0;Under Graduation;Bio-technology;Married;1.0;5.0;2.0;BusinessDevelopment;Conference;54.0;4497.0;4.0;3.0;16.0;High;Met Expectations;Passive;Passive;Detractor
AB0555;Female;43.0;Masters / PHD;Economics;Single;1.0;13.0;26.6;ClientSolutions;LongTermProject;94.0;2450.0;13.0;4.0;14.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0556;Female;34.0;Graduation;Economics;Single;4.0;21.0;6.0;BusinessDevelopment;Conference;109.0;14901.0;1.0;0.0;19.0;High;Met Expectations;Promoter;Promoter;Passive
AB0557;Female;16.0;Under Graduation;Bio-technology;Single;1.0;4.0;1.0;BusinessDevelopment;ClientEngagement;82.0;2415.0;4.0;3.0;14.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0558;Male;32.0;Graduation;Marketing / Finance;Divorced;1.0;25.0;1.0;ClientSolutions;Conference;137.0;10551.0;23.0;13.0;18.0;Very High;Met Expectations;Passive;Promoter;Detractor
AB0559;Male;38.0;Graduation;Economics;Married;8.0;34.0;2.0;ClientSolutions;Conference;122.0;15085.3;;;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0560;Female;26.0;Graduation;Economics;Married;9.0;17.0;26.6;ClientSolutions;Conference;55.0;2998.0;12.0;9.0;20.0;High;Met Expectations;Detractor;Detractor;Detractor
AB0561;Male;43.0;Masters / PHD;Marketing / Finance;Married;8.0;8.0;7.0;ClientSolutions;Conference;39.0;3380.0;1.0;0.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0562;Male;31.0;Masters / PHD;Economics;Married;1.0;20.0;7.0;ClientSolutions;Conference;88.0;5732.0;20.0;18.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB0563;Female;16.0;Graduation;Economics;Single;1.0;1.0;26.6;ClientSolutions;Conference;32.0;3312.0;1.0;0.0;15.0;Low;Met Expectations;Passive;Promoter;Promoter
AB0564;Male;42.0;Graduation;Economics;Single;9.0;30.0;7.0;ClientSolutions;Conference;83.0;15085.3;26.0;23.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0565;Female;42.0;Graduation;Economics;Married;3.0;36.0;3.0;ClientSolutions;Conference;177.0;15085.3;7.0;3.0;16.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0566;Male;31.0;Graduation;Bio-technology;Married;4.0;12.0;26.6;ClientSolutions;Conference;131.0;6885.0;;9.0;19.0;High;Met Expectations;Promoter;Promoter;Detractor
AB0567;Male;29.0;Graduation;Phycology / Behavior Sciences;Single;4.0;22.0;7.0;ClientSolutions;Conference;115.0;11216.0;10.0;;21.0;High;Exceed Expectations;Passive;Passive;Passive
AB0568;Male;48.0;Masters / PHD;Economics;Divorced;1.0;17.0;1.0;ClientSolutions;No;100.0;6934.0;17.0;16.0;21.0;High;Exceed Expectations;Passive;Passive;Detractor
AB0569;Female;30.0;Graduation;Economics;Married;5.0;8.0;1.0;ClientSolutions;Conference;40.0;2818.0;3.0;3.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0570;Male;22.0;Graduation;Phycology / Behavior Sciences;Divorced;1.0;9.0;18.0;ClientSolutions;Conference;158.0;4484.0;9.0;9.0;14.0;Medium;Met Expectations;Promoter;Detractor;Detractor
AB0571;Female;44.0;Graduation;Marketing / Finance;Single;8.0;12.0;11.0;ClientSolutions;Conference;19.0;4893.0;7.0;3.0;20.0;High;Exceed Expectations;Passive;Detractor;Promoter
AB0572;Female;19.0;Graduation;Economics;Married;1.0;1.0;9.0;BusinessDevelopment;No;99.0;2342.35;1.0;0.0;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0573;Male;25.0;Graduation;Bio-technology;Divorced;5.0;17.0;7.0;BusinessDevelopment;Conference;84.0;8291.0;;9.0;15.0;High;Met Expectations;Promoter;Promoter;Passive
AB0574;Male;18.0;Under Graduation;Bio-technology;Married;1.0;7.0;4.0;BusinessDevelopment;Conference;63.0;4692.0;7.0;3.0;15.0;Medium;Met Expectations;Passive;Detractor;Detractor
AB0575;Female;45.0;Masters / PHD;Economics;Single;5.0;9.0;10.0;ClientSolutions;Conference;31.0;2342.35;3.0;;15.0;High;Met Expectations;Passive;Passive;Passive
AB0576;Female;32.0;Masters / PHD;Economics;Single;1.0;17.0;7.0;ClientSolutions;Conference;63.0;13155.0;16.0;8.0;14.0;High;Met Expectations;Detractor;Passive;Passive
AB0577;Female;43.0;Masters / PHD;Economics;Married;1.0;20.0;7.0;BusinessDevelopment;No;158.0;6154.0;20.0;13.0;16.0;Very High;Met Expectations;Passive;Passive;Promoter
AB0578;Male;36.0;Graduation;Marketing / Finance;Single;10.0;13.0;4.0;ClientSolutions;Conference;76.0;6526.0;7.0;3.0;15.0;High;Inconsistent;Promoter;Passive;Promoter
AB0579;Female;30.0;Graduation;Bio-technology;Divorced;1.0;22.0;9.0;ClientSolutions;Conference;148.0;11079.0;22.0;18.0;16.0;High;Inconsistent;Passive;Passive;Passive
AB0580;Female;48.0;Masters / PHD;Economics;Married;10.0;12.0;8.0;ClientSolutions;Conference;199.0;3481.0;;3.0;20.0;High;Exceed Expectations;Promoter;Passive;Passive
AB0581;Female;29.0;Masters / PHD;Economics;Divorced;1.0;13.0;2.0;BusinessDevelopment;No;88.0;10812.0;13.0;10.0;20.0;High;Met Expectations;Promoter;Passive;Detractor
AB0582;Male;33.0;Graduation;Phycology / Behavior Sciences;Divorced;4.0;26.0;26.6;BusinessDevelopment;No;133.0;11993.0;1.0;0.0;17.0;Low;Met Expectations;Passive;Detractor;Passive
AB0583;Male;41.0;Graduation;Bio-technology;Married;5.0;35.0;9.0;BusinessDevelopment;Conference;32.0;15085.3;1.0;;18.0;High;Met Expectations;Passive;Passive;Promoter
AB0584;Male;34.0;Masters / PHD;Economics;Married;8.0;13.0;26.6;ClientSolutions;Conference;203.0;5885.0;4.0;3.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0585;Female;40.0;Graduation;Marketing / Finance;Divorced;5.0;22.0;18.0;ClientSolutions;Conference;56.0;2866.0;3.0;3.0;18.0;High;Met Expectations;Promoter;Detractor;Passive
AB0586;Female;25.0;Graduation;Economics;Single;1.0;4.0;1.0;BusinessDevelopment;ClientEngagement;129.0;2555.0;4.0;3.0;14.0;High;Met Expectations;Promoter;Passive;Detractor
AB0587;Male;21.0;Graduation;Economics;Married;8.0;8.0;2.0;ClientSolutions;LongTermProject;41.0;2342.35;;3.0;16.0;High;Met Expectations;Detractor;Detractor;Passive
AB0588;Female;35.0;Graduation;Bio-technology;Single;10.0;9.0;10.0;BusinessDevelopment;Conference;166.0;5884.0;5.0;4.0;16.0;Low;Met Expectations;Detractor;Passive;Passive
AB0589;Male;20.0;Under Graduation;Bio-technology;Married;1.0;13.0;1.0;ClientSolutions;No;163.0;4761.0;13.0;9.0;16.0;High;Met Expectations;Promoter;Passive;Detractor
AB0590;Male;36.0;Graduation;Economics;Divorced;4.0;25.0;23.0;ClientSolutions;LongTermProject;112.0;3494.0;1.0;0.0;22.0;High;Exceed Expectations;Promoter;Passive;Promoter
AB0591;Male;29.0;Graduation;Marketing / Finance;Divorced;3.0;17.0;9.0;ClientSolutions;Conference;108.0;9713.0;4.0;;14.0;Medium;Met Expectations;Passive;Passive;Passive
AB0592;Male;30.0;Graduation;Bio-technology;Married;5.0;22.0;2.0;BusinessDevelopment;Conference;68.0;7162.36922;4.0;0.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0593;Male;16.0;Graduation;Bio-technology;Single;1.0;3.0;20.0;BusinessDevelopment;Conference;79.0;7162.36922;3.0;1.0;18.0;Very High;Met Expectations;Passive;Promoter;Promoter
AB0594;Male;34.0;Graduation;Economics;Single;5.0;10.0;7.0;ClientSolutions;Conference;138.0;4377.0;;0.0;16.0;High;Met Expectations;Promoter;Passive;Promoter
AB0595;Male;40.0;Masters / PHD;Economics;Married;1.0;21.0;19.0;ClientSolutions;Conference;118.0;5733.0;21.0;20.0;14.0;Very High;Met Expectations;Passive;Detractor;Promoter
AB0596;Male;37.0;Graduation;Phycology / Behavior Sciences;Married;1.0;33.0;1.0;ClientSolutions;Conference;31.0;15085.3;31.0;0.0;14.0;Very High;Met Expectations;Passive;Promoter;Passive
AB0597;Male;30.0;Graduation;Marketing / Finance;Divorced;9.0;10.0;5.0;ClientSolutions;Conference;142.0;6979.0;8.0;3.0;18.0;High;Met Expectations;Promoter;Promoter;Passive
AB0598;Female;38.0;Graduation;Marketing / Finance;Married;3.0;25.0;5.0;BusinessDevelopment;ClientEngagement;84.0;2941.0;12.0;9.0;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB0599;Male;25.0;Graduation;Marketing / Finance;Divorced;1.0;5.0;3.0;ClientSolutions;No;116.0;3389.0;5.0;;16.0;High;Met Expectations;Passive;Detractor;Promoter
AB0600;Male;30.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;10.0;8.0;11.0;BusinessDevelopment;No;221.0;5185.0;5.0;3.0;15.0;Very High;Met Expectations;Promoter;Passive;Promoter
AB0601;Male;38.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;4.0;14.0;9.0;ClientSolutions;No;99.0;4384.0;;9.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0602;Male;32.0;Masters / PHD;Economics;Married;10.0;12.0;7.0;ClientSolutions;Conference;203.0;6035.0;3.0;3.0;18.0;High;Inconsistent;Passive;Promoter;Passive
AB0603;Male;21.0;Graduation;Economics;Married;1.0;10.0;1.0;BusinessDevelopment;Conference;113.0;5829.0;10.0;9.0;18.0;High;Met Expectations;Passive;Passive;Passive
AB0604;Male;30.0;Graduation;Economics;Single;1.0;8.0;10.0;ClientSolutions;LongTermProject;145.0;7145.0;8.0;7.0;16.0;Medium;Inconsistent;Passive;Passive;Passive
AB0605;Female;48.0;Masters / PHD;Economics;Single;8.0;36.0;25.0;ClientSolutions;Conference;15.0;15085.3;16.0;12.0;19.0;High;Met Expectations;Promoter;Promoter;Passive
AB0606;Male;44.0;Masters / PHD;Marketing / Finance;Single;9.0;22.0;1.0;ClientSolutions;Conference;97.0;10313.0;5.0;3.0;18.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0607;Female;17.0;Graduation;Economics;Single;1.0;1.0;11.0;ClientSolutions;Conference;162.0;2342.35;1.0;;16.0;Very High;Met Expectations;Passive;Detractor;Detractor
AB0608;Male;39.0;Masters / PHD;Economics;Married;4.0;8.0;12.0;ClientSolutions;Conference;25.0;5250.0;;0.0;14.0;Very High;Met Expectations;Passive;Promoter;Detractor
AB0609;Female;36.0;Graduation;Economics;Married;1.0;13.0;18.0;ClientSolutions;Conference;66.0;6496.0;12.0;10.0;16.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB0610;Male;22.0;Under Graduation;Economics;Divorced;1.0;7.0;25.0;ClientSolutions;Conference;73.0;3221.0;7.0;3.0;18.0;High;Met Expectations;Detractor;Passive;Promoter
AB0611;Female;34.0;Masters / PHD;Bio-technology;Married;5.0;14.0;12.0;BusinessDevelopment;Conference;49.0;6213.0;4.0;3.0;16.0;Medium;Met Expectations;Passive;Detractor;Detractor
AB0612;Male;32.0;Masters / PHD;Marketing / Finance;Divorced;1.0;12.0;12.0;BusinessDevelopment;Conference;186.0;9473.0;10.0;9.0;19.0;High;Met Expectations;Promoter;Detractor;Passive
AB0613;Male;41.0;Graduation;Bio-technology;Divorced;5.0;26.0;26.6;BusinessDevelopment;Conference;50.0;11908.0;4.0;3.0;16.0;Medium;Met Expectations;Promoter;Detractor;Passive
AB0614;Male;39.0;Under Graduation;Marketing / Finance;Single;5.0;16.0;2.0;BusinessDevelopment;Conference;47.0;5680.0;12.0;9.0;18.0;High;Met Expectations;Passive;Promoter;Passive
AB0615;Male;43.0;Masters / PHD;Bio-technology;Divorced;1.0;13.0;1.0;ClientSolutions;Conference;81.0;8175.0;;;15.0;High;Met Expectations;Detractor;Passive;Detractor
AB0616;Male;48.0;Masters / PHD;Economics;Married;3.0;30.0;15.0;ClientSolutions;LongTermProject;182.0;15085.3;3.0;3.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0617;Male;21.0;Graduation;Marketing / Finance;Married;1.0;7.0;11.0;ClientSolutions;LongTermProject;59.0;5222.0;7.0;4.0;16.0;High;Met Expectations;Detractor;Detractor;Passive
AB0618;Male;42.0;Masters / PHD;Phycology / Behavior Sciences;Married;5.0;34.0;3.0;ClientSolutions;Conference;197.0;15085.3;3.0;3.0;15.0;High;Met Expectations;Promoter;Promoter;Detractor
AB0619;Male;24.0;Graduation;Marketing / Finance;Single;1.0;13.0;8.0;ClientSolutions;Conference;15.0;2450.0;13.0;0.0;16.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB0620;Male;26.0;Graduation;Marketing / Finance;Divorced;1.0;12.0;9.0;BusinessDevelopment;ClientEngagement;82.0;5142.0;10.0;9.0;18.0;Low;Met Expectations;Promoter;Promoter;Promoter
AB0621;Male;30.0;Masters / PHD;Marketing / Finance;Married;1.0;18.0;4.0;BusinessDevelopment;Conference;157.0;11411.0;18.0;10.0;14.0;Low;Met Expectations;Detractor;Promoter;Promoter
AB0622;Female;33.0;Graduation;Economics;Single;5.0;29.0;26.0;BusinessDevelopment;No;179.0;14467.0;;0.0;18.0;Very High;Exceed Expectations;Passive;Passive;Promoter
AB0623;Male;19.0;Under Graduation;Bio-technology;Married;7.0;8.0;1.0;ClientSolutions;LongTermProject;51.0;4738.0;3.0;;20.0;Medium;Met Expectations;Passive;Detractor;Passive
AB0624;Female;48.0;Masters / PHD;Economics;Single;4.0;36.0;19.0;BusinessDevelopment;Conference;161.0;15085.3;13.0;12.0;22.0;High;Exceed Expectations;Promoter;Passive;Promoter
AB0625;Male;34.0;Graduation;Phycology / Behavior Sciences;Single;10.0;31.0;8.0;ClientSolutions;Conference;126.0;15085.3;1.0;0.0;22.0;Medium;Exceed Expectations;Promoter;Promoter;Promoter
AB0626;Male;38.0;Masters / PHD;Economics;Married;1.0;13.0;1.0;ClientSolutions;Conference;201.0;2980.0;13.0;12.0;15.0;High;Met Expectations;Passive;Promoter;Promoter
AB0627;Male;48.0;Masters / PHD;Economics;Divorced;3.0;16.0;1.0;ClientSolutions;No;59.0;6227.0;7.0;4.0;16.0;Low;Met Expectations;Promoter;Passive;Promoter
AB0628;Male;37.0;Graduation;Marketing / Finance;Single;7.0;12.0;26.6;ClientSolutions;Conference;160.0;3812.0;8.0;7.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB0629;Male;25.0;Graduation;Economics;Married;4.0;16.0;21.0;ClientSolutions;LongTermProject;65.0;10782.0;;0.0;15.0;High;Met Expectations;Detractor;Passive;Detractor
